,PUD Rte,PUD Cycle,Courier id,zip,Act Base,Prod Grp,Prod Code,AR dtm,Act Tm,Open,Closed,lat,lgtd,Act Ckpt Code,PuD Type
1976,PJH3,B,ahmamoha,40150,D,DOX,D,1/16/2020 9:04,13:29,,23:59,3.0922726,101.5762318,OK,DL
1977,PJH3,B,ahmamoha,40150,D,DOM,N,1/15/2020 21:50,14:02,,23:59,3.0885502,101.5745737,OK,DL
1978,PJH3,B,ahmamoha,40150,D,DOX,D,1/16/2020 9:03,14:04,,23:59,3.0879465,101.5733832,OK,DL
1979,PJH3,B,ahmamoha,40150,D,WPX,P,1/16/2020 9:04,14:37,,23:59,3.0800564,101.5653515,OK,DL
1980,PJH3,B,ahmamoha,40150,D,WPX,P,1/16/2020 4:20,14:42,,23:59,3.0800564,101.5653515,OK,DL
1981,PJH3,B,ahmamoha,40150,D,WPX,P,1/16/2020 1:26,15:06,,23:59,3.0869445,101.5744851,OK,DL
1982,PJH3,B,ahmamoha,40150,D,DOX,D,1/16/2020 9:03,15:10,,23:59,3.0846821,101.5753145,OK,DL
1983,PJH3,B,ahmamoha,40150,D,DOX,D,1/16/2020 9:04,15:13,,23:59,3.0849126,101.5754166,OK,DL
1984,PJH3,B,ahmamoha,40150,D,DOM,N,1/15/2020 21:51,15:17,,23:59,3.0870024,101.5765211,OK,DL
1987,PJH3,B,ahmamoha,41050,D,DOX,D,1/16/2020 9:03,15:20,,23:59,3.0870278,101.576602,OK,DL
1988,PJH3,B,ahmamoha,40150,P,,,,15:25,10:39,17:00,3.0870983,101.5752619,FP,FP
1991,PJH3,B,ahmamoha,40150,D,DOX,D,1/16/2020 9:03,15:47,,23:59,3.086174,101.586379,OK,DL
1992,PJH3,B,ahmamoha,40150,D,WPX,P,1/16/2020 9:04,15:59,,23:59,3.0865499,101.587168,OK,DL
1993,PJH3,B,ahmamoha,40150,D,DOX,D,1/16/2020 9:03,16:01,,23:59,3.0865499,101.587168,OK,DL
1994,PJH3,B,ahmamoha,40150,D,DOM,N,1/15/2020 22:25,16:02,,23:59,3.0865499,101.587168,OK,DL
1996,PJH3,B,ahmamoha,40150,D,DOX,D,1/16/2020 9:03,16:10,,23:59,3.0860772,101.5873294,OK,DL
1998,PJH3,B,ahmamoha,40150,D,DOX,D,1/16/2020 9:03,16:16,,23:59,3.0861185,101.588156,OK,DL
2000,PJH3,B,ahmamoha,40150,D,DOM,N,1/15/2020 22:35,16:24,,23:59,3.086249,101.5886094,OK,DL
2001,PJH3,B,ahmamoha,40150,D,DOM,N,1/15/2020 21:51,16:26,,23:59,3.086249,101.5886094,OK,DL
2002,PJH3,B,ahmamoha,40150,D,DOM,N,1/15/2020 21:50,16:27,,23:59,3.086249,101.5886094,OK,DL
2003,PJH3,B,ahmamoha,40150,D,DOM,N,1/15/2020 22:35,16:28,,23:59,3.086249,101.5886094,OK,DL
2005,PJH3,B,ahmamoha,40150,P,,,,16:41,16:00,16:30,3.0838702,101.576961,FP,FP
2008,PJH3,B,ahmamoha,40150,D,WPX,P,1/16/2020 9:03,17:06,,23:59,3.0796889,101.5640016,OK,DL
2014,PJH3,B,ahmamoha,40150,P,,,,17:35,17:00,17:30,3.0888145,101.5662482,FP,FP
2017,PJH4,B,mssedek,40150,D,DOX,D,1/16/2020 9:03,10:39,,23:59,3.0870386,101.5607438,OK,DL
2018,PJH4,B,mssedek,40150,P,,,,10:39,9:00,21:00,3.0870386,101.5607438,FP,FP
2019,PJH4,B,mssedek,40150,P,,,,10:39,9:00,21:00,3.0870386,101.5607438,FP,FP
2020,PJH4,B,mssedek,40150,D,WPX,P,1/16/2020 9:03,10:41,,23:59,3.0871442,101.5606469,OK,DL
2021,PJH4,B,mssedek,40150,D,DOX,D,1/16/2020 9:03,10:47,,23:59,3.0894628,101.5646208,OK,DL
2022,PJH4,B,mssedek,40150,D,WPX,P,1/16/2020 9:40,10:48,,23:59,3.0893686,101.5650077,OK,DL
2023,PJH4,B,mssedek,40150,D,WPX,P,1/16/2020 9:04,10:52,,23:59,3.0917244,101.5655592,OK,DL
2024,PJH4,B,mssedek,40150,D,DOX,D,1/16/2020 9:03,10:54,,23:59,3.095087,101.5647459,OK,DL
2025,PJH4,B,mssedek,40150,D,WPX,P,1/16/2020 1:28,10:58,,23:59,3.0959446,101.5663769,OK,DL
2026,PJH4,B,mssedek,40150,D,WPX,P,1/16/2020 9:04,11:07,,23:59,3.0932805,101.5634766,OK,DL
2027,PJH4,B,mssedek,40150,D,DOM,N,1/15/2020 21:51,11:10,,23:59,3.0926451,101.5649997,OK,DL
2028,PJH4,B,mssedek,40150,D,WPX,P,1/16/2020 1:31,11:13,,23:59,3.0924728,101.564704,OK,DL
2030,PJH4,B,mssedek,40150,D,DOM,N,1/16/2020 0:03,11:22,,23:59,3.0919206,101.5622799,OK,DL
2031,PJH4,B,mssedek,40150,D,DOX,D,1/16/2020 9:03,11:24,,23:59,3.0922011,101.5619994,OK,DL
2032,PJH4,B,mssedek,40150,D,WPX,P,1/16/2020 9:04,11:35,,23:59,3.0929607,101.5613937,OK,DL
2033,PJH4,B,mssedek,40150,D,DOX,D,1/16/2020 9:03,11:37,,23:59,3.0928547,101.5609132,OK,DL
2034,PJH4,B,mssedek,40150,D,WPX,P,1/16/2020 1:31,11:40,,23:59,3.0925647,101.5595909,OK,DL
2035,PJH4,B,mssedek,40150,D,WPX,P,1/16/2020 9:04,11:46,,23:59,3.0914012,101.5656728,OK,DL
2036,PJH4,B,mssedek,40150,D,WPX,P,1/16/2020 9:03,11:54,,23:59,3.0908803,101.5650862,OK,DL
2037,PJH4,B,mssedek,40150,D,WPX,P,1/16/2020 1:31,11:54,,23:59,3.0908803,101.5650862,OK,DL
2038,PJH4,B,mssedek,40150,D,DOX,D,1/16/2020 9:03,11:59,,23:59,3.0907989,101.5635658,OK,DL
2039,PJH4,B,mssedek,40150,D,DOM,N,1/15/2020 22:35,12:06,,23:59,3.090852,101.5626627,OK,DL
2040,PJH4,B,mssedek,40150,D,DOX,D,1/16/2020 9:03,12:09,,23:59,3.0909312,101.5614327,OK,DL
2041,PJH4,B,mssedek,40150,D,BBX,B,1/16/2020 0:52,12:12,,23:59,3.0896625,101.5605045,OK,DL
2042,PJH4,B,mssedek,40150,D,WPX,P,1/16/2020 1:31,12:14,,23:59,3.0896471,101.5608017,OK,DL
2043,PJH4,B,mssedek,40150,D,WPX,P,1/16/2020 9:03,12:16,,23:59,3.0896854,101.5618604,OK,DL
2044,PJH4,B,mssedek,40150,D,WPX,P,1/16/2020 9:03,12:22,,23:59,3.0836323,101.5611209,OK,DL
2045,PJH4,B,mssedek,40150,D,DOX,D,1/16/2020 9:03,12:25,,23:59,3.0840748,101.5621861,OK,DL
2046,PJH4,B,mssedek,40150,D,DOM,N,1/15/2020 22:35,12:29,,23:59,3.0812289,101.5576759,OK,DL
2047,PJH4,B,mssedek,40150,D,DOM,N,1/15/2020 21:45,12:32,,23:59,3.0823001,101.5586548,OK,DL
2048,PJH4,B,mssedek,40150,D,WPX,P,1/16/2020 9:03,12:49,,23:59,3.0998679,101.5427588,OK,DL
2049,PJH4,B,mssedek,40150,D,DOM,N,1/15/2020 21:47,12:53,,23:59,3.1004204,101.5463123,OK,DL
2050,PJH4,B,mssedek,40150,D,WPX,P,1/16/2020 9:04,12:54,,23:59,3.1004829,101.5460714,OK,DL
2051,PJH4,B,mssedek,40150,D,DOX,D,1/16/2020 9:03,14:22,,23:59,3.0955862,101.5653258,OK,DL
2053,PJH4,B,mssedek,40150,D,WPX,P,1/16/2020 13:08,14:28,,23:59,3.090677,101.5645899,OK,DL
2055,PJH4,B,mssedek,40150,D,WPX,P,1/15/2020 12:53,14:48,,23:59,3.0809931,101.5559754,OK,DL
2057,PJH4,B,mssedek,40150,D,WPX,P,1/16/2020 13:08,15:02,,23:59,3.0813991,101.5587183,OK,DL
2058,PJH4,B,mssedek,42500,D,DOM,N,1/15/2020 21:47,15:11,,23:59,3.0910361,101.5607717,OK,DL
2066,PJH4,B,mssedek,40150,P,,,,16:34,16:55,17:15,3.092484,101.5647252,FP,FP
2070,PJH4,B,mssedek,40000,P,,,,18:17,17:00,18:00,3.0881112,101.5622703,FP,FP
2073,PJH6,B,paranman,40150,D,WPX,P,1/15/2020 12:50,11:35,,23:59,3.0853074,101.5739158,OK,DL
2074,PJH6,B,paranman,47200,D,WPX,P,1/16/2020 9:04,11:53,,23:59,3.1194669,101.5590654,OK,DL
2075,PJH6,B,paranman,47200,D,WPX,P,1/16/2020 9:04,11:54,,23:59,3.1194669,101.5590654,OK,DL
2076,PJH6,B,paranman,47200,D,DOM,N,1/15/2020 21:33,12:07,,23:59,3.1247725,101.5658477,OK,DL
2077,PJH6,B,paranman,40150,D,WPX,P,1/15/2020 9:18,12:53,,23:59,3.1302404,101.5394158,OK,DL
2084,PJH7,B,abinmaha,40200,D,WPX,P,1/16/2020 9:04,11:43,,23:59,3.0527591,101.5080906,OK,DL
2085,PJH7,B,abinmaha,40200,D,WPX,P,1/16/2020 4:20,12:01,,23:59,3.0618944,101.5331403,OK,DL
2086,PJH7,B,abinmaha,40460,D,DOM,N,1/15/2020 21:49,12:23,,23:59,3.0132348,101.5216679,OK,DL
2087,PJH7,B,abinmaha,40300,D,WPX,P,1/16/2020 9:18,13:15,,23:59,3.0439204,101.5445716,OK,DL
2088,PJH7,B,abinmaha,40150,D,WPX,P,1/16/2020 4:20,14:59,,23:59,3.091124,101.5804352,OK,DL
2090,PJH7,B,abinmaha,40300,D,WPX,P,1/16/2020 1:32,15:49,,23:59,3.0600701,101.5456422,OK,DL
2091,PJH7,B,abinmaha,40300,D,WPX,P,1/16/2020 13:08,16:06,,23:59,3.0564613,101.545155,OK,DL
2099,PJH9,B,massary,47500,D,DOX,D,1/16/2020 9:03,10:47,,23:59,3.0696714,101.5735005,OK,DL
2100,PJH9,B,massary,47500,D,DOX,D,1/16/2020 9:03,10:56,,23:59,3.0688663,101.5773478,OK,DL
2101,PJH9,B,massary,47500,D,DOX,D,1/16/2020 9:03,11:07,,23:59,3.0651547,101.5761765,OK,DL
2109,PJH9,B,massary,43000,D,WPX,P,1/16/2020 13:08,16:05,,23:59,3.0220507,101.7891974,OK,DL
2116,PJH9,N,virajoo,40300,P,,,,19:55,18:00,21:45,3.0435124,101.5443642,FP,FP
2117,PJH9,N,virajoo,40400,P,,,,20:14,18:00,21:45,3.0210029,101.5550879,FP,FP
2121,PJJ1,B,tsaravan,47301,D,DOM,N,1/15/2020 22:35,10:32,,23:59,3.104204,101.5893845,OK,DL
2122,PJJ1,B,tsaravan,47301,D,DOX,D,1/16/2020 9:03,10:40,,23:59,3.0966774,101.5908699,OK,DL
2124,PJJ1,B,tsaravan,47301,D,DOX,D,1/16/2020 9:04,10:46,,23:59,3.0960246,101.5912998,OK,DL
2125,PJJ1,B,tsaravan,47301,D,DOX,D,1/16/2020 9:04,10:47,,23:59,3.0961768,101.5912534,OK,DL
2126,PJJ1,B,tsaravan,47301,D,DOX,D,1/15/2020 21:36,10:51,,23:59,3.0960677,101.5913311,OK,DL
2128,PJJ1,B,tsaravan,47301,D,DOX,D,1/16/2020 9:03,11:04,,23:59,3.0973862,101.5937584,OK,DL
2129,PJJ1,B,tsaravan,47301,D,JBX,J,1/16/2020 9:04,11:07,,23:59,3.0973862,101.5937584,OK,DL
2135,PJJ1,B,tsaravan,47301,D,DOM,N,1/16/2020 0:12,11:33,,23:59,3.0982358,101.5926816,OK,DL
2136,PJJ1,B,tsaravan,47301,D,DOX,D,1/16/2020 9:03,11:39,,23:59,3.0982241,101.590955,OK,DL
2137,PJJ1,B,tsaravan,47301,D,WPX,P,1/16/2020 9:03,11:43,,23:59,3.0982216,101.5909418,OK,DL
2138,PJJ1,B,tsaravan,47301,D,DOM,N,1/16/2020 0:25,11:44,,23:59,3.0982216,101.5909418,OK,DL
2139,PJJ1,B,tsaravan,47301,D,WPX,P,1/16/2020 9:03,11:51,,23:59,3.0988961,101.5903308,OK,DL
2140,PJJ1,B,tsaravan,47301,D,TDT,T,1/16/2020 9:03,11:56,,12:00,3.1037482,101.5933893,OK,DL
2142,PJJ1,B,tsaravan,47301,D,WPX,P,1/16/2020 9:03,12:09,,23:59,3.1089117,101.5948024,OK,DL
2143,PJJ1,B,tsaravan,47301,D,WPX,P,1/16/2020 9:04,12:15,,23:59,3.1050912,101.5915778,OK,DL
2144,PJJ1,B,tsaravan,47301,D,DOX,D,1/16/2020 9:03,12:19,,23:59,3.1049922,101.5916026,OK,DL
2145,PJJ1,B,tsaravan,47301,D,WPX,P,1/16/2020 9:04,12:27,,23:59,3.106165,101.5929711,OK,DL
2146,PJJ1,B,tsaravan,47300,D,WPX,P,1/16/2020 9:04,12:29,,23:59,3.106165,101.5929711,OK,DL
2147,PJJ1,B,tsaravan,47301,D,WPX,P,1/16/2020 9:03,12:32,,23:59,3.106165,101.5929711,OK,DL
2148,PJJ1,B,tsaravan,47301,D,WPX,P,1/16/2020 9:03,12:50,,23:59,3.1032609,101.592976,OK,DL
2149,PJJ1,B,tsaravan,47301,D,DOX,D,1/16/2020 13:08,14:06,,23:59,3.100042,101.590987,OK,DL
2150,PJJ1,B,tsaravan,47301,P,,,,14:15,16:30,17:30,3.0986353,101.5910935,FP,FP
2152,PJJ1,B,tsaravan,47301,D,WPX,P,1/16/2020 4:20,14:31,,23:59,3.1054773,101.5919544,OK,DL
2154,PJJ1,B,tsaravan,47300,D,WPX,P,1/16/2020 9:03,15:10,,23:59,3.0841306,101.6084739,OK,DL
2155,PJJ1,B,tsaravan,47300,D,DOX,D,1/16/2020 9:03,15:17,,23:59,3.0862129,101.6108105,OK,DL
2157,PJJ1,B,tsaravan,47300,P,,,,15:21,16:00,17:00,3.0863236,101.6122796,FP,FP
2162,PJJ1,B,tsaravan,47301,P,,,,16:21,14:45,16:30,3.0970384,101.5936198,FP,FP
2167,PJJ2,B,kernest,47301,D,DOM,N,1/15/2020 21:48,10:52,,23:59,3.0960739,101.601178,OK,DL
2168,PJJ2,B,kernest,47300,D,DOX,D,1/16/2020 9:03,10:57,,23:59,3.098207,101.6024856,OK,DL
2169,PJJ2,B,kernest,40150,D,WPX,P,1/16/2020 9:04,11:01,,23:59,3.0978354,101.6027435,OK,DL
2170,PJJ2,B,kernest,47301,D,WPX,P,1/16/2020 9:04,11:07,,23:59,3.1016534,101.599174,OK,DL
2171,PJJ2,B,kernest,47301,D,DOX,D,1/16/2020 9:03,11:10,,23:59,3.1010746,101.5989479,OK,DL
2172,PJJ2,B,kernest,47301,D,DOT,1,1/16/2020 0:17,11:19,,12:00,3.0979312,101.5997299,OK,DL
2173,PJJ2,B,kernest,47301,D,WPX,P,1/16/2020 9:04,11:22,,23:59,3.0978844,101.5996758,OK,DL
2174,PJJ2,B,kernest,47301,P,,,,11:35,10:30,17:00,3.1002801,101.6056168,FP,FP
2176,PJJ2,B,kernest,47301,D,WPX,P,1/16/2020 9:04,11:51,,23:59,3.1027943,101.599931,OK,DL
2177,PJJ2,B,kernest,47301,D,DOX,D,1/16/2020 9:03,11:58,,23:59,3.1029611,101.599767,OK,DL
2178,PJJ2,B,kernest,47301,D,WPX,P,1/16/2020 9:04,12:02,,23:59,3.103657,101.5995526,OK,DL
2179,PJJ2,B,kernest,47301,D,WPX,P,1/16/2020 9:04,12:07,,23:59,3.105675,101.5970908,OK,DL
2180,PJJ2,B,kernest,47301,D,WPX,P,1/16/2020 9:03,12:15,,23:59,3.108651,101.6018525,OK,DL
2182,PJJ2,B,kernest,47301,D,WPX,P,1/16/2020 9:04,12:25,,23:59,3.1110474,101.6035357,OK,DL
2183,PJJ2,B,kernest,47301,D,WPX,P,1/16/2020 9:04,12:27,,23:59,3.1102305,101.6056859,OK,DL
2184,PJJ2,B,kernest,47301,D,WPX,P,1/15/2020 8:49,12:32,,23:59,3.1090645,101.6091742,OK,DL
2185,PJJ2,B,kernest,47301,D,DOX,D,1/16/2020 9:03,12:38,,23:59,3.1102724,101.6077184,OK,DL
2186,PJJ2,B,kernest,47300,D,WPX,P,1/16/2020 1:30,12:46,,23:59,3.1053949,101.6178368,OK,DL
2187,PJJ2,B,kernest,47300,D,DOM,N,1/15/2020 21:46,12:55,,23:59,3.0856982,101.6200862,OK,DL
2188,PJJ2,B,kernest,47301,D,DOM,N,1/15/2020 21:46,14:35,,23:59,3.1054004,101.596546,OK,DL
2199,PJJ2,B,kernest,47300,D,DOM,N,1/15/2020 22:04,15:41,,23:59,3.0999475,101.6108789,OK,DL
2201,PJJ2,B,kernest,47300,D,WPX,P,1/16/2020 1:30,15:49,,23:59,3.1057825,101.6152928,OK,DL
2202,PJJ2,B,kernest,47300,D,WPX,P,1/16/2020 9:04,15:55,,23:59,3.0944335,101.6117495,OK,DL
2205,PJJ3,B,nikaniky,47301,D,XED,7,1/16/2020 9:03,10:51,,23:59,3.1147606,101.5975952,OK,DL
2206,PJJ3,B,nikaniky,47301,D,WPX,P,1/16/2020 1:32,10:53,,23:59,3.1152907,101.5963624,OK,DL
2207,PJJ3,B,nikaniky,47301,D,DOX,D,1/16/2020 9:04,10:57,,23:59,3.1131717,101.5962095,OK,DL
2208,PJJ3,B,nikaniky,47301,D,DOM,N,1/15/2020 22:35,11:05,,23:59,3.1136062,101.6028948,OK,DL
2209,PJJ3,B,nikaniky,47301,D,WPX,P,1/16/2020 9:04,11:17,,23:59,3.1172683,101.6024902,OK,DL
2210,PJJ3,B,nikaniky,47301,D,WPX,P,1/16/2020 9:04,11:25,,23:59,3.1207664,101.6054048,OK,DL
2211,PJJ3,B,nikaniky,47400,D,DOX,D,1/16/2020 9:03,11:35,,23:59,3.1165819,101.6144953,OK,DL
2212,PJJ3,B,nikaniky,47400,D,WPX,P,1/16/2020 9:03,11:43,,23:59,3.1193142,101.613377,OK,DL
2213,PJJ3,B,nikaniky,47400,D,WPX,P,1/16/2020 9:03,11:47,,23:59,3.1195,101.6133005,OK,DL
2214,PJJ3,B,nikaniky,47400,D,WPX,P,1/16/2020 9:03,11:50,,23:59,3.1214958,101.614654,OK,DL
2215,PJJ3,B,nikaniky,47400,D,WPX,P,1/16/2020 9:04,11:54,,23:59,3.1219562,101.6129028,OK,DL
2216,PJJ3,B,nikaniky,47400,D,WPX,P,1/16/2020 9:04,11:59,,23:59,3.1261995,101.6128903,OK,DL
2217,PJJ3,B,nikaniky,47400,D,WPX,P,1/16/2020 9:04,12:02,,23:59,3.1261091,101.6130299,OK,DL
2218,PJJ3,B,nikaniky,47400,D,WPX,P,1/16/2020 9:03,12:06,,23:59,3.1284732,101.6165027,OK,DL
2219,PJJ3,B,nikaniky,47400,D,WPX,P,1/16/2020 9:04,12:08,,23:59,3.1285973,101.616486,OK,DL
2221,PJJ3,B,nikaniky,47301,D,WPX,P,1/16/2020 9:04,12:14,,23:59,3.1276941,101.6166726,OK,DL
2222,PJJ3,B,nikaniky,47400,D,DOM,N,1/15/2020 22:35,12:16,,23:59,3.126286,101.6158738,OK,DL
2223,PJJ3,B,nikaniky,47400,D,WPX,P,1/16/2020 9:03,12:20,,23:59,3.1261083,101.616239,OK,DL
2224,PJJ3,B,nikaniky,47400,D,WPX,P,1/16/2020 1:32,12:21,,23:59,3.1261083,101.616239,OK,DL
2225,PJJ3,B,nikaniky,47400,D,DOX,D,1/16/2020 9:03,12:33,,23:59,3.1280113,101.618147,OK,DL
2226,PJJ3,B,nikaniky,47400,D,WPX,P,1/16/2020 9:03,12:39,,23:59,3.124145,101.6199298,OK,DL
2227,PJJ3,B,nikaniky,47400,D,WPX,P,1/16/2020 9:03,12:42,,23:59,3.12453,101.6208074,OK,DL
2228,PJJ3,B,nikaniky,47300,D,DOX,D,1/16/2020 9:03,12:48,,23:59,3.1270503,101.623587,OK,DL
2230,PJJ3,B,nikaniky,47300,D,WPX,P,1/16/2020 9:03,12:55,,23:59,3.1216989,101.6263987,OK,DL
2231,PJJ3,B,nikaniky,47300,D,WPX,P,1/16/2020 9:04,12:58,,23:59,3.1228302,101.626346,OK,DL
2232,PJJ3,B,nikaniky,47300,D,WPX,P,1/16/2020 9:03,13:00,,23:59,3.1228588,101.6263838,OK,DL
2233,PJJ3,B,nikaniky,47300,D,DOX,D,1/16/2020 9:03,13:03,,23:59,3.1243789,101.628172,OK,DL
2234,PJJ3,B,nikaniky,47300,D,WPX,P,1/16/2020 1:31,13:10,,23:59,3.123799,101.6268457,OK,DL
2235,PJJ3,B,nikaniky,47300,D,WPX,P,1/16/2020 9:03,13:14,,23:59,3.1190328,101.6239516,OK,DL
2237,PJJ3,B,nikaniky,47300,D,DOX,D,1/16/2020 9:03,13:42,,23:59,3.1209307,101.6218175,OK,DL
2238,PJJ3,B,nikaniky,47300,D,DOX,D,1/16/2020 9:03,13:46,,23:59,3.1204297,101.6217076,OK,DL
2239,PJJ3,B,nikaniky,46000,D,DOM,N,1/16/2020 1:51,13:50,,23:59,3.1188787,101.6200637,OK,DL
2241,PJJ3,B,nikaniky,47300,D,WPX,P,1/16/2020 9:04,14:07,,23:59,3.1183335,101.620613,OK,DL
2242,PJJ3,B,nikaniky,47300,D,WPX,P,1/16/2020 9:04,14:10,,23:59,3.1177976,101.6201791,OK,DL
2243,PJJ3,B,nikaniky,47300,D,WPX,P,1/16/2020 9:04,14:16,,23:59,3.1188045,101.6205936,OK,DL
2245,PJJ3,B,nikaniky,47300,D,BBX,B,,14:26,,23:59,3.113007,101.623957,OK,DL
2247,PJJ3,B,nikaniky,47300,D,WPX,P,1/16/2020 9:03,14:52,,23:59,3.1147672,101.6170089,OK,DL
2248,PJJ3,B,nikaniky,47300,D,WPX,P,1/16/2020 9:03,14:56,,23:59,3.1167839,101.6174598,OK,DL
2249,PJJ3,B,nikaniky,47300,D,WPX,P,1/16/2020 9:04,15:17,,23:59,3.1114621,101.6137606,OK,DL
2250,PJJ3,B,nikaniky,47300,D,DOX,D,1/16/2020 9:03,15:20,,23:59,3.1117812,101.6118428,OK,DL
2251,PJJ3,B,nikaniky,47300,D,DOX,D,1/16/2020 9:04,15:23,,23:59,3.1109675,101.6118068,OK,DL
2255,PJJ3,B,nikaniky,47301,D,WPX,P,1/16/2020 1:31,15:46,,23:59,3.1177374,101.6048129,OK,DL
2263,PJJ4,B,muabub,46100,D,DOX,D,1/16/2020 9:03,11:00,,23:59,3.0906588,101.6283261,OK,DL
2264,PJJ4,B,muabub,46100,D,DOX,D,1/16/2020 9:03,11:03,,23:59,3.0900497,101.6284896,OK,DL
2265,PJJ4,B,muabub,46100,D,DOM,N,1/16/2020 0:20,11:09,,23:59,3.0923411,101.6278297,OK,DL
2266,PJJ4,B,muabub,46100,D,WPX,P,1/16/2020 9:04,11:15,,23:59,3.090819,101.6300752,OK,DL
2267,PJJ4,B,muabub,46100,D,TDT,T,1/16/2020 9:03,11:27,,12:00,3.088265,101.6252124,OK,DL
2268,PJJ4,B,muabub,46100,D,XPD,X,1/16/2020 9:03,11:30,,23:59,3.0892908,101.6252734,OK,DL
2269,PJJ4,B,muabub,46100,D,DOM,N,1/15/2020 22:35,11:30,,23:59,3.0893028,101.6251997,OK,DL
2270,PJJ4,B,muabub,46100,D,DOX,D,1/16/2020 9:03,11:35,,23:59,3.0918887,101.627465,OK,DL
2271,PJJ4,B,muabub,46100,D,WPX,P,1/16/2020 9:18,11:38,,23:59,3.091527,101.6280272,OK,DL
2272,PJJ4,B,muabub,46100,D,TDY,Y,1/16/2020 9:03,11:45,,12:00,3.0915211,101.629407,OK,DL
2273,PJJ4,B,muabub,46100,D,DOX,D,1/16/2020 9:04,11:47,,23:59,3.0927045,101.629339,OK,DL
2274,PJJ4,B,muabub,46100,D,DOM,N,1/16/2020 1:46,11:52,,23:59,3.0940337,101.6306466,OK,DL
2275,PJJ4,B,muabub,46100,D,DOM,N,1/16/2020 0:21,11:56,,23:59,3.0935585,101.6309942,OK,DL
2276,PJJ4,B,muabub,46100,D,WPX,P,1/16/2020 6:03,12:02,,23:59,3.0940443,101.6313106,OK,DL
2277,PJJ4,B,muabub,46100,D,DOM,N,1/16/2020 1:51,12:07,,23:59,3.0948186,101.629653,OK,DL
2278,PJJ4,B,muabub,46100,D,DOM,N,1/15/2020 22:35,12:17,,23:59,3.1031448,101.632821,OK,DL
2279,PJJ4,B,muabub,46100,D,WPX,P,1/14/2020 1:30,12:31,,23:59,3.0995269,101.634944,OK,DL
2280,PJJ4,B,muabub,46100,D,WPX,P,1/16/2020 9:04,12:33,,23:59,3.0995386,101.6349806,OK,DL
2282,PJJ4,B,muabub,46100,D,DOX,D,1/15/2020 8:48,12:45,,23:59,3.1051503,101.6353505,OK,DL
2284,PJJ4,B,muabub,46100,D,WPX,P,1/16/2020 9:03,12:56,,23:59,3.106917,101.6383223,OK,DL
2285,PJJ4,B,muabub,46100,D,WPX,P,1/16/2020 9:04,13:02,,23:59,3.108216,101.6374014,OK,DL
2286,PJJ4,B,muabub,46300,D,WPX,P,1/16/2020 9:04,13:18,,23:59,3.102057,101.622958,OK,DL
2287,PJJ4,B,muabub,46100,D,WPX,P,1/7/2020 1:12,14:44,,23:59,3.0919246,101.6283711,OK,DL
2288,PJJ4,B,muabub,46100,D,DOM,N,1/16/2020 0:07,14:47,,23:59,3.0916552,101.6283569,OK,DL
2290,PJJ4,B,muabub,46100,D,WPX,P,1/16/2020 1:27,14:57,,23:59,3.1014605,101.631775,OK,DL
2291,PJJ4,B,muabub,46100,D,DOX,D,1/16/2020 9:04,15:09,,23:59,3.0982536,101.6335248,OK,DL
2293,PJJ4,B,muabub,46100,D,DOX,D,1/16/2020 9:03,15:31,,23:59,3.101647,101.6330819,OK,DL
2302,PJJ5,B,epjncg01,47400,D,DOM,N,1/15/2020 22:35,10:56,,23:59,3.1300181,101.6291124,OK,DL
2303,PJJ5,B,epjncg01,47400,D,DOX,D,1/16/2020 9:03,11:02,,23:59,3.1300181,101.6291124,OK,DL
2304,PJJ5,B,epjncg01,47800,D,WPX,P,1/16/2020 9:04,11:10,,23:59,3.13028,101.629617,OK,DL
2305,PJJ5,B,epjncg01,47400,D,DOX,D,1/16/2020 9:03,11:14,,23:59,3.1293642,101.6291378,OK,DL
2306,PJJ5,B,epjncg01,47400,D,DOT,1,1/16/2020 1:41,11:20,,12:00,3.1287638,101.6281475,OK,DL
2307,PJJ5,B,epjncg01,47400,D,WPX,P,1/16/2020 6:03,11:27,,23:59,3.1305726,101.625667,OK,DL
2308,PJJ5,B,epjncg01,46350,D,XED,7,1/16/2020 9:03,11:43,,23:59,3.1262907,101.6455333,OK,DL
2309,PJJ5,B,epjncg01,46350,D,DOX,D,1/16/2020 9:03,11:43,,23:59,3.1262907,101.6455333,OK,DL
2310,PJJ5,B,epjncg01,46350,D,WPX,P,1/16/2020 9:03,11:45,,23:59,3.1257616,101.6452057,OK,DL
2311,PJJ5,B,epjncg01,46350,D,DOM,N,1/15/2020 21:46,11:49,,23:59,3.1279881,101.6449473,OK,DL
2312,PJJ5,B,epjncg01,46350,D,DOM,N,1/15/2020 22:24,11:51,,23:59,3.1279881,101.6449473,OK,DL
2313,PJJ5,B,epjncg01,46350,D,WPX,P,1/16/2020 9:04,12:02,,23:59,3.125865,101.6444235,OK,DL
2314,PJJ5,B,epjncg01,46350,D,WPX,P,1/16/2020 1:31,12:03,,23:59,3.1258537,101.6444401,OK,DL
2315,PJJ5,B,epjncg01,46350,D,WPX,P,1/16/2020 1:28,12:07,,23:59,3.1258861,101.6443876,OK,DL
2316,PJJ5,B,epjncg01,46350,D,DOM,N,1/16/2020 1:42,12:12,,23:59,3.1257436,101.6442942,OK,DL
2317,PJJ5,B,epjncg01,46350,D,WPX,P,1/16/2020 9:04,12:16,,23:59,3.1258138,101.644248,OK,DL
