,Unnamed: 0,PUD Rte,PUD Cycle,Courier id,zip,Act Base,Prod Grp,Prod Code,AR dtm,Act Tm,Open,Closed,lat,lgtd,Act Ckpt Code,PuD Type
1446,2171,PJJ2,B,kernest,47301,D,DOX,D,2020-01-16 09:03:00,11:10,,23:59,3.1010746,101.5989479,OK,DL
1447,2172,PJJ2,B,kernest,47301,D,DOT,1,2020-01-16 00:17:00,11:19,,12:00,3.0979312,101.59972990000001,OK,DL
1448,2173,PJJ2,B,kernest,47301,D,WPX,P,2020-01-16 09:04:00,11:22,,23:59,3.0978844,101.59967579999999,OK,DL
1450,2176,PJJ2,B,kernest,47301,D,WPX,P,2020-01-16 09:04:00,11:51,,23:59,3.1027943,101.59993100000001,OK,DL
1451,2177,PJJ2,B,kernest,47301,D,DOX,D,2020-01-16 09:03:00,11:58,,23:59,3.1029611,101.599767,OK,DL
1452,2178,PJJ2,B,kernest,47301,D,WPX,P,2020-01-16 09:04:00,12:02,,23:59,3.103657,101.5995526,OK,DL
1453,2179,PJJ2,B,kernest,47301,D,WPX,P,2020-01-16 09:04:00,12:07,,23:59,3.105675,101.59709079999999,OK,DL
1454,2180,PJJ2,B,kernest,47301,D,WPX,P,2020-01-16 09:03:00,12:15,,23:59,3.108651,101.6018525,OK,DL
1455,2182,PJJ2,B,kernest,47301,D,WPX,P,2020-01-16 09:04:00,12:25,,23:59,3.1110474,101.60353570000001,OK,DL
1456,2183,PJJ2,B,kernest,47301,D,WPX,P,2020-01-16 09:04:00,12:27,,23:59,3.1102305,101.60568590000001,OK,DL
1457,2184,PJJ2,B,kernest,47301,D,WPX,P,2020-01-15 08:49:00,12:32,,23:59,3.1090645,101.60917420000001,OK,DL
1458,2185,PJJ2,B,kernest,47301,D,DOX,D,2020-01-16 09:03:00,12:38,,23:59,3.1102724,101.6077184,OK,DL
1459,2186,PJJ2,B,kernest,47300,D,WPX,P,2020-01-16 01:30:00,12:46,,23:59,3.1053949,101.6178368,OK,DL
1460,2187,PJJ2,B,kernest,47300,D,DOM,N,2020-01-15 21:46:00,12:55,,23:59,3.0856982000000004,101.6200862,OK,DL
1461,2188,PJJ2,B,kernest,47301,D,DOM,N,2020-01-15 21:46:00,14:35,,23:59,3.1054004,101.59654599999999,OK,DL
1462,2199,PJJ2,B,kernest,47300,D,DOM,N,2020-01-15 22:04:00,15:41,,23:59,3.0999475,101.61087890000002,OK,DL
1463,2201,PJJ2,B,kernest,47300,D,WPX,P,2020-01-16 01:30:00,15:49,,23:59,3.1057825,101.61529279999999,OK,DL
1464,2202,PJJ2,B,kernest,47300,D,WPX,P,2020-01-16 09:04:00,15:55,,23:59,3.0944335,101.6117495,OK,DL
1465,2205,PJJ3,B,nikaniky,47301,D,XED,7,2020-01-16 09:03:00,10:51,,23:59,3.1147606,101.5975952,OK,DL
1466,2206,PJJ3,B,nikaniky,47301,D,WPX,P,2020-01-16 01:32:00,10:53,,23:59,3.1152907,101.5963624,OK,DL
1467,2207,PJJ3,B,nikaniky,47301,D,DOX,D,2020-01-16 09:04:00,10:57,,23:59,3.1131717,101.5962095,OK,DL
1468,2208,PJJ3,B,nikaniky,47301,D,DOM,N,2020-01-15 22:35:00,11:05,,23:59,3.1136062,101.6028948,OK,DL
1469,2209,PJJ3,B,nikaniky,47301,D,WPX,P,2020-01-16 09:04:00,11:17,,23:59,3.1172682999999997,101.6024902,OK,DL
1470,2210,PJJ3,B,nikaniky,47301,D,WPX,P,2020-01-16 09:04:00,11:25,,23:59,3.1207664,101.60540479999999,OK,DL
1471,2211,PJJ3,B,nikaniky,47400,D,DOX,D,2020-01-16 09:03:00,11:35,,23:59,3.1165819,101.6144953,OK,DL
1472,2212,PJJ3,B,nikaniky,47400,D,WPX,P,2020-01-16 09:03:00,11:43,,23:59,3.1193142000000003,101.613377,OK,DL
1473,2213,PJJ3,B,nikaniky,47400,D,WPX,P,2020-01-16 09:03:00,11:47,,23:59,3.1195,101.6133005,OK,DL
1474,2214,PJJ3,B,nikaniky,47400,D,WPX,P,2020-01-16 09:03:00,11:50,,23:59,3.1214958,101.614654,OK,DL
1475,2215,PJJ3,B,nikaniky,47400,D,WPX,P,2020-01-16 09:04:00,11:54,,23:59,3.1219562,101.61290279999999,OK,DL
1476,2216,PJJ3,B,nikaniky,47400,D,WPX,P,2020-01-16 09:04:00,11:59,,23:59,3.1261995,101.61289029999999,OK,DL
1477,2217,PJJ3,B,nikaniky,47400,D,WPX,P,2020-01-16 09:04:00,12:02,,23:59,3.1261091,101.61302990000002,OK,DL
1478,2218,PJJ3,B,nikaniky,47400,D,WPX,P,2020-01-16 09:03:00,12:06,,23:59,3.1284732,101.6165027,OK,DL
1479,2219,PJJ3,B,nikaniky,47400,D,WPX,P,2020-01-16 09:04:00,12:08,,23:59,3.1285973,101.616486,OK,DL
1480,2221,PJJ3,B,nikaniky,47301,D,WPX,P,2020-01-16 09:04:00,12:14,,23:59,3.1276941000000003,101.61667259999999,OK,DL
1481,2222,PJJ3,B,nikaniky,47400,D,DOM,N,2020-01-15 22:35:00,12:16,,23:59,3.126286,101.6158738,OK,DL
1482,2223,PJJ3,B,nikaniky,47400,D,WPX,P,2020-01-16 09:03:00,12:20,,23:59,3.1261083,101.61623900000001,OK,DL
1483,2224,PJJ3,B,nikaniky,47400,D,WPX,P,2020-01-16 01:32:00,12:21,,23:59,3.1261083,101.61623900000001,OK,DL
1484,2225,PJJ3,B,nikaniky,47400,D,DOX,D,2020-01-16 09:03:00,12:33,,23:59,3.1280113,101.618147,OK,DL
1485,2226,PJJ3,B,nikaniky,47400,D,WPX,P,2020-01-16 09:03:00,12:39,,23:59,3.124145,101.6199298,OK,DL
1486,2227,PJJ3,B,nikaniky,47400,D,WPX,P,2020-01-16 09:03:00,12:42,,23:59,3.12453,101.6208074,OK,DL
1487,2228,PJJ3,B,nikaniky,47300,D,DOX,D,2020-01-16 09:03:00,12:48,,23:59,3.1270502999999996,101.623587,OK,DL
1488,2230,PJJ3,B,nikaniky,47300,D,WPX,P,2020-01-16 09:03:00,12:55,,23:59,3.1216988999999997,101.62639870000001,OK,DL
1489,2231,PJJ3,B,nikaniky,47300,D,WPX,P,2020-01-16 09:04:00,12:58,,23:59,3.1228302,101.626346,OK,DL
1490,2232,PJJ3,B,nikaniky,47300,D,WPX,P,2020-01-16 09:03:00,13:00,,23:59,3.1228588,101.6263838,OK,DL
1491,2233,PJJ3,B,nikaniky,47300,D,DOX,D,2020-01-16 09:03:00,13:03,,23:59,3.1243789,101.62817199999999,OK,DL
1492,2234,PJJ3,B,nikaniky,47300,D,WPX,P,2020-01-16 01:31:00,13:10,,23:59,3.123799,101.6268457,OK,DL
1493,2235,PJJ3,B,nikaniky,47300,D,WPX,P,2020-01-16 09:03:00,13:14,,23:59,3.1190328,101.6239516,OK,DL
1494,2237,PJJ3,B,nikaniky,47300,D,DOX,D,2020-01-16 09:03:00,13:42,,23:59,3.1209307,101.6218175,OK,DL
1495,2238,PJJ3,B,nikaniky,47300,D,DOX,D,2020-01-16 09:03:00,13:46,,23:59,3.1204297000000003,101.6217076,OK,DL
1496,2239,PJJ3,B,nikaniky,46000,D,DOM,N,2020-01-16 01:51:00,13:50,,23:59,3.1188787000000002,101.6200637,OK,DL
1497,2241,PJJ3,B,nikaniky,47300,D,WPX,P,2020-01-16 09:04:00,14:07,,23:59,3.1183335,101.620613,OK,DL
1498,2242,PJJ3,B,nikaniky,47300,D,WPX,P,2020-01-16 09:04:00,14:10,,23:59,3.1177976000000003,101.6201791,OK,DL
1499,2243,PJJ3,B,nikaniky,47300,D,WPX,P,2020-01-16 09:04:00,14:16,,23:59,3.1188045,101.62059359999999,OK,DL
1501,2247,PJJ3,B,nikaniky,47300,D,WPX,P,2020-01-16 09:03:00,14:52,,23:59,3.1147672,101.6170089,OK,DL
1502,2248,PJJ3,B,nikaniky,47300,D,WPX,P,2020-01-16 09:03:00,14:56,,23:59,3.1167839,101.6174598,OK,DL
1503,2249,PJJ3,B,nikaniky,47300,D,WPX,P,2020-01-16 09:04:00,15:17,,23:59,3.1114621,101.61376059999999,OK,DL
1504,2250,PJJ3,B,nikaniky,47300,D,DOX,D,2020-01-16 09:03:00,15:20,,23:59,3.1117812000000002,101.61184279999999,OK,DL
1505,2251,PJJ3,B,nikaniky,47300,D,DOX,D,2020-01-16 09:04:00,15:23,,23:59,3.1109675,101.6118068,OK,DL
1506,2255,PJJ3,B,nikaniky,47301,D,WPX,P,2020-01-16 01:31:00,15:46,,23:59,3.1177373999999998,101.60481290000001,OK,DL
1507,2263,PJJ4,B,muabub,46100,D,DOX,D,2020-01-16 09:03:00,11:00,,23:59,3.0906588,101.6283261,OK,DL
1508,2264,PJJ4,B,muabub,46100,D,DOX,D,2020-01-16 09:03:00,11:03,,23:59,3.0900497000000002,101.6284896,OK,DL
1509,2265,PJJ4,B,muabub,46100,D,DOM,N,2020-01-16 00:20:00,11:09,,23:59,3.0923411,101.6278297,OK,DL
1510,2266,PJJ4,B,muabub,46100,D,WPX,P,2020-01-16 09:04:00,11:15,,23:59,3.0908189999999998,101.6300752,OK,DL
1511,2267,PJJ4,B,muabub,46100,D,TDT,T,2020-01-16 09:03:00,11:27,,12:00,3.0882650000000003,101.62521240000001,OK,DL
1512,2268,PJJ4,B,muabub,46100,D,XPD,X,2020-01-16 09:03:00,11:30,,23:59,3.0892908,101.62527340000001,OK,DL
1513,2269,PJJ4,B,muabub,46100,D,DOM,N,2020-01-15 22:35:00,11:30,,23:59,3.0893028,101.6251997,OK,DL
1514,2270,PJJ4,B,muabub,46100,D,DOX,D,2020-01-16 09:03:00,11:35,,23:59,3.0918887,101.627465,OK,DL
1516,2272,PJJ4,B,muabub,46100,D,TDY,Y,2020-01-16 09:03:00,11:45,,12:00,3.0915211,101.629407,OK,DL
1517,2273,PJJ4,B,muabub,46100,D,DOX,D,2020-01-16 09:04:00,11:47,,23:59,3.0927045,101.629339,OK,DL
1518,2274,PJJ4,B,muabub,46100,D,DOM,N,2020-01-16 01:46:00,11:52,,23:59,3.0940337,101.63064659999999,OK,DL
1519,2275,PJJ4,B,muabub,46100,D,DOM,N,2020-01-16 00:21:00,11:56,,23:59,3.0935585,101.6309942,OK,DL
1520,2276,PJJ4,B,muabub,46100,D,WPX,P,2020-01-16 06:03:00,12:02,,23:59,3.0940442999999997,101.63131059999999,OK,DL
1521,2277,PJJ4,B,muabub,46100,D,DOM,N,2020-01-16 01:51:00,12:07,,23:59,3.0948186,101.629653,OK,DL
1522,2278,PJJ4,B,muabub,46100,D,DOM,N,2020-01-15 22:35:00,12:17,,23:59,3.1031447999999995,101.63282099999999,OK,DL
1524,2280,PJJ4,B,muabub,46100,D,WPX,P,2020-01-16 09:04:00,12:33,,23:59,3.0995386000000003,101.63498059999999,OK,DL
1525,2282,PJJ4,B,muabub,46100,D,DOX,D,2020-01-15 08:48:00,12:45,,23:59,3.1051502999999996,101.6353505,OK,DL
1526,2284,PJJ4,B,muabub,46100,D,WPX,P,2020-01-16 09:03:00,12:56,,23:59,3.1069169999999997,101.6383223,OK,DL
1527,2285,PJJ4,B,muabub,46100,D,WPX,P,2020-01-16 09:04:00,13:02,,23:59,3.108216,101.6374014,OK,DL
1528,2286,PJJ4,B,muabub,46300,D,WPX,P,2020-01-16 09:04:00,13:18,,23:59,3.102057,101.622958,OK,DL
1530,2288,PJJ4,B,muabub,46100,D,DOM,N,2020-01-16 00:07:00,14:47,,23:59,3.0916552000000004,101.6283569,OK,DL
1531,2290,PJJ4,B,muabub,46100,D,WPX,P,2020-01-16 01:27:00,14:57,,23:59,3.1014605,101.631775,OK,DL
1532,2291,PJJ4,B,muabub,46100,D,DOX,D,2020-01-16 09:04:00,15:09,,23:59,3.0982536,101.6335248,OK,DL
1533,2293,PJJ4,B,muabub,46100,D,DOX,D,2020-01-16 09:03:00,15:31,,23:59,3.1016470000000003,101.63308190000001,OK,DL
1534,2302,PJJ5,B,epjncg01,47400,D,DOM,N,2020-01-15 22:35:00,10:56,,23:59,3.1300181,101.62911240000001,OK,DL
1535,2303,PJJ5,B,epjncg01,47400,D,DOX,D,2020-01-16 09:03:00,11:02,,23:59,3.1300181,101.62911240000001,OK,DL
1536,2304,PJJ5,B,epjncg01,47800,D,WPX,P,2020-01-16 09:04:00,11:10,,23:59,3.13028,101.62961700000001,OK,DL
1537,2305,PJJ5,B,epjncg01,47400,D,DOX,D,2020-01-16 09:03:00,11:14,,23:59,3.1293642000000004,101.62913780000001,OK,DL
1538,2306,PJJ5,B,epjncg01,47400,D,DOT,1,2020-01-16 01:41:00,11:20,,12:00,3.1287637999999998,101.6281475,OK,DL
1539,2307,PJJ5,B,epjncg01,47400,D,WPX,P,2020-01-16 06:03:00,11:27,,23:59,3.1305726000000003,101.625667,OK,DL
1540,2308,PJJ5,B,epjncg01,46350,D,XED,7,2020-01-16 09:03:00,11:43,,23:59,3.1262907,101.6455333,OK,DL
1541,2309,PJJ5,B,epjncg01,46350,D,DOX,D,2020-01-16 09:03:00,11:43,,23:59,3.1262907,101.6455333,OK,DL
1542,2310,PJJ5,B,epjncg01,46350,D,WPX,P,2020-01-16 09:03:00,11:45,,23:59,3.1257616,101.6452057,OK,DL
1543,2311,PJJ5,B,epjncg01,46350,D,DOM,N,2020-01-15 21:46:00,11:49,,23:59,3.1279881,101.6449473,OK,DL
1544,2312,PJJ5,B,epjncg01,46350,D,DOM,N,2020-01-15 22:24:00,11:51,,23:59,3.1279881,101.6449473,OK,DL
1545,2313,PJJ5,B,epjncg01,46350,D,WPX,P,2020-01-16 09:04:00,12:02,,23:59,3.125865,101.6444235,OK,DL
1546,2314,PJJ5,B,epjncg01,46350,D,WPX,P,2020-01-16 01:31:00,12:03,,23:59,3.1258537,101.6444401,OK,DL
1547,2315,PJJ5,B,epjncg01,46350,D,WPX,P,2020-01-16 01:28:00,12:07,,23:59,3.1258861000000002,101.64438759999999,OK,DL
1548,2316,PJJ5,B,epjncg01,46350,D,DOM,N,2020-01-16 01:42:00,12:12,,23:59,3.1257436000000003,101.6442942,OK,DL
1549,2317,PJJ5,B,epjncg01,46350,D,WPX,P,2020-01-16 09:04:00,12:16,,23:59,3.1258138,101.644248,OK,DL
1550,2318,PJJ5,B,epjncg01,46350,D,DOM,N,2020-01-15 22:25:00,12:20,,23:59,3.1265441000000003,101.6438172,OK,DL
1551,2319,PJJ5,B,epjncg01,46350,D,WPX,P,2020-01-16 09:04:00,12:26,,23:59,3.1273728,101.6428471,OK,DL
1552,2320,PJJ5,B,epjncg01,46350,D,DOX,D,2020-01-16 09:04:00,12:28,,23:59,3.1269897999999996,101.64330629999999,OK,DL
1553,2321,PJJ5,B,epjncg01,46350,D,DOX,D,2020-01-16 09:04:00,12:30,,23:59,3.1270731,101.6431995,OK,DL
1555,2323,PJJ5,B,epjncg01,46400,D,WPX,P,2020-01-16 09:03:00,12:47,,23:59,3.1255479999999998,101.6352491,OK,DL
1556,2324,PJJ5,B,epjncg01,46400,D,WPX,P,2020-01-16 09:03:00,12:53,,23:59,3.1275892999999995,101.6321487,OK,DL
1557,2325,PJJ5,B,epjncg01,46350,D,WPX,P,2020-01-16 09:04:00,13:16,,23:59,3.1271627,101.64239470000001,OK,DL
1559,2327,PJJ5,B,epjncg01,46350,D,WPX,P,2020-01-16 09:04:00,13:29,,23:59,3.1245186,101.643415,OK,DL
1560,2330,PJJ5,B,epjncg01,46400,D,DOX,D,2020-01-16 09:03:00,14:23,,23:59,3.1293479,101.6369432,OK,DL
1561,2333,PJJ5,B,epjncg01,46400,D,XED,7,2020-01-16 09:03:00,14:42,,23:59,3.1195477000000005,101.63725550000001,OK,DL
1562,2334,PJJ5,B,epjncg01,46350,D,DOX,D,2020-01-16 09:03:00,14:54,,23:59,3.1217739,101.643968,OK,DL
1563,2335,PJJ5,B,epjncg01,46350,D,WPX,P,2020-01-16 09:04:00,14:58,,23:59,3.1191226000000003,101.6440223,OK,DL
1568,2358,PJJ6,B,sbinothm,40400,D,WPX,P,2020-01-16 09:04:00,12:00,,23:59,3.0375062,101.5462881,OK,DL
1569,2359,PJJ6,B,sbinothm,40300,D,DOM,N,2020-01-16 00:03:00,12:22,,23:59,3.0425188999999997,101.535538,OK,DL
1570,2360,PJJ6,B,sbinothm,40300,D,WPX,P,2020-01-15 08:51:00,12:24,,23:59,3.0422005000000003,101.5355071,OK,DL
1571,2361,PJJ6,B,sbinothm,40300,D,WPX,P,2020-01-16 04:20:00,13:24,,23:59,3.0677729,101.57088590000001,OK,DL
1572,2362,PJJ6,B,sbinothm,40300,D,WPX,P,2020-01-16 04:20:00,14:53,,23:59,3.0463921000000003,101.53502309999999,OK,DL
1574,2372,PJJ7,B,mnuriman,47170,D,WPX,P,2020-01-16 06:03:00,15:03,,23:59,3.0459999,101.62213179999999,OK,DL
1575,2374,PJJ7,B,mnuriman,47100,D,WPX,P,2020-01-16 09:04:00,15:54,,23:59,3.0385902999999996,101.6072692,OK,DL
1577,2379,PJK1,B,znordin,42500,D,JBX,J,2020-01-16 09:04:00,11:07,,23:59,2.9369089,101.47861259999999,OK,DL
1578,2380,PJK1,B,znordin,42500,D,DOM,N,2020-01-16 00:21:00,11:11,,23:59,2.9488854,101.47551240000001,OK,DL
1579,2381,PJK1,B,znordin,42500,D,WPX,P,2020-01-16 09:04:00,11:23,,23:59,2.9183282000000004,101.4624554,OK,DL
1580,2382,PJK1,B,znordin,42500,D,DOM,N,2020-01-15 21:47:00,11:26,,23:59,2.9173457999999997,101.4603702,OK,DL
1581,2383,PJK1,B,znordin,42507,D,DOM,N,2020-01-16 00:02:00,11:44,,23:59,2.9171392999999997,101.47082009999998,OK,DL
1582,2384,PJK1,B,znordin,42507,D,DOM,N,2020-01-15 21:47:00,11:49,,23:59,2.9166496,101.4695375,OK,DL
1583,2385,PJK1,B,znordin,42500,D,DOX,D,2020-01-16 09:03:00,11:52,,23:59,2.9177604,101.47237220000001,OK,DL
1584,2386,PJK1,B,znordin,42500,D,XPD,X,2020-01-16 09:04:00,11:56,,23:59,2.9180135,101.474967,OK,DL
1585,2387,PJK1,B,znordin,42500,D,DOX,D,2020-01-16 09:03:00,12:00,,23:59,2.9160974,101.4776965,OK,DL
1586,2388,PJK1,B,znordin,42500,D,DOX,D,2020-01-16 09:03:00,12:05,,23:59,2.9153482000000004,101.47859150000001,OK,DL
1587,2389,PJK1,B,znordin,42500,D,DOX,D,2020-01-16 09:03:00,12:17,,23:59,2.9000585,101.4986448,OK,DL
1588,2390,PJK1,B,znordin,42700,D,DOX,D,2020-01-16 09:03:00,12:48,,23:59,2.8059423999999997,101.646936,OK,DL
1589,2391,PJK1,B,znordin,42700,D,DOX,D,2020-01-16 09:04:00,12:58,,23:59,2.8244987999999998,101.6018707,OK,DL
1590,2392,PJK1,B,znordin,42700,D,WPX,P,2020-01-16 09:03:00,13:02,,23:59,2.826091,101.6014128,OK,DL
1591,2393,PJK1,B,znordin,42700,D,WPX,P,2020-01-15 05:37:00,13:10,,23:59,2.8302851,101.603502,OK,DL
1592,2394,PJK1,B,znordin,42700,D,DOM,N,2020-01-15 21:48:00,13:13,,23:59,2.8321216000000002,101.605064,OK,DL
1595,2399,PJK1,B,znordin,42700,D,WPX,P,2020-01-16 09:04:00,15:05,,23:59,2.799782,101.4972061,OK,DL
1597,2402,PJK1,B,znordin,42600,D,DOX,D,2020-01-16 09:04:00,15:32,,23:59,2.8728453999999997,101.4954116,OK,DL
1598,2403,PJK1,B,znordin,42500,D,WPX,P,2020-01-16 09:04:00,15:42,,23:59,2.8919539,101.4681323,OK,DL
1600,2406,PJK1,B,znordin,42500,D,DOX,D,2020-01-16 09:04:00,16:04,,23:59,2.9070609,101.451464,OK,DL
1601,2412,PJK1,B,znordin,42500,D,DOX,D,2020-01-16 09:03:00,16:32,,23:59,2.9252772,101.4793774,OK,DL
1602,2413,PJK1,B,znordin,42500,D,WPX,P,2020-01-16 01:29:00,16:35,,23:59,2.9242626,101.4827463,OK,DL
1603,2415,PJK1,B,znordin,42500,D,WPX,P,2020-01-16 09:04:00,16:39,,23:59,2.9262612,101.4831295,OK,DL
1604,2417,PJK1,B,znordin,42500,D,WPX,P,2020-01-16 09:04:00,16:46,,23:59,2.9270364,101.48705600000001,OK,DL
1605,2418,PJK1,B,znordin,42500,D,DOM,N,2020-01-15 22:00:00,16:49,,23:59,2.9294043999999997,101.4861527,OK,DL
1606,2420,PJK1,B,znordin,42500,D,DOM,N,2020-01-15 22:24:00,16:55,,23:59,2.9272906,101.4901359,OK,DL
1607,2424,PJK1,B,znordin,42500,D,DOM,N,2020-01-16 01:54:00,17:14,,23:59,2.9223802000000005,101.4758029,OK,DL
1612,2437,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:03:00,11:00,,23:59,2.9877161,101.4533468,OK,DL
1613,2438,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:03:00,11:02,,23:59,2.9857695,101.4551236,OK,DL
1614,2439,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:03:00,11:04,,23:59,2.9856612,101.45534549999999,OK,DL
1615,2440,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:04:00,11:06,,23:59,2.986078,101.4555527,OK,DL
1616,2441,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:03:00,11:07,,23:59,2.9868368,101.4547456,OK,DL
1617,2442,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:04:00,11:09,,23:59,2.9875645,101.4542558,OK,DL
1618,2443,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:03:00,11:11,,23:59,2.9883062999999996,101.45414709999999,OK,DL
1619,2444,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:03:00,11:12,,23:59,2.9883062999999996,101.45414709999999,OK,DL
1620,2445,PJK2,B,amyahya,41200,D,DOM,N,2020-01-16 01:54:00,11:14,,23:59,2.9879607999999998,101.45409190000001,OK,DL
1621,2446,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:03:00,11:16,,23:59,2.9877484,101.4543249,OK,DL
1622,2447,PJK2,B,amyahya,41200,D,WPX,P,2020-01-16 04:20:00,11:18,,23:59,2.9880107000000002,101.454825,OK,DL
1623,2448,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:04:00,11:22,,23:59,2.9874691,101.4517735,OK,DL
1624,2449,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:04:00,11:24,,23:59,2.9875956,101.4517222,OK,DL
1625,2450,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:03:00,11:25,,23:59,2.9868568,101.4514125,OK,DL
1626,2451,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:04:00,11:27,,23:59,2.9870259,101.4510873,OK,DL
1627,2452,PJK2,B,amyahya,41200,D,TDT,T,2020-01-16 09:03:00,11:29,,12:00,2.9870711,101.4510696,OK,DL
1628,2453,PJK2,B,amyahya,41200,D,DOM,N,2020-01-15 22:25:00,11:32,,23:59,2.9878891,101.4505082,OK,DL
1629,2454,PJK2,B,amyahya,41000,D,WPX,P,2020-01-16 09:04:00,11:35,,23:59,2.9897574000000002,101.4510356,OK,DL
1630,2455,PJK2,B,amyahya,41200,D,TDT,T,2020-01-16 09:03:00,11:42,,12:00,2.9951013,101.4506883,OK,DL
1631,2456,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:03:00,11:48,,23:59,2.9988763,101.4519487,OK,DL
1632,2457,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:03:00,11:51,,23:59,2.9975318,101.4535105,OK,DL
1633,2458,PJK2,B,amyahya,41200,D,WPX,P,2020-01-16 09:03:00,12:06,,23:59,2.9885368,101.4458621,OK,DL
1634,2459,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:03:00,12:07,,23:59,2.9885368,101.4458621,OK,DL
1635,2460,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:03:00,12:09,,23:59,2.9882817000000004,101.4465276,OK,DL
1636,2461,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:03:00,12:10,,23:59,2.9883655,101.4446371,OK,DL
1637,2462,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:03:00,12:13,,23:59,2.9882093999999997,101.4442992,OK,DL
1638,2463,PJK2,B,amyahya,40200,D,DOX,D,2020-01-16 09:03:00,12:19,,23:59,2.995756,101.4427166,OK,DL
1639,2464,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:03:00,12:24,,23:59,2.9942254,101.4422753,OK,DL
1640,2465,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:03:00,12:24,,23:59,2.9942254,101.4422753,OK,DL
1641,2466,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:03:00,12:25,,23:59,2.9942254,101.4422753,OK,DL
1642,2467,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:04:00,12:28,,23:59,2.9956334,101.4433412,OK,DL
1643,2468,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:03:00,12:30,,23:59,2.995648,101.4429074,OK,DL
1644,2469,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:03:00,12:35,,23:59,2.9952447,101.4436484,OK,DL
1645,2470,PJK2,B,amyahya,41200,D,DOM,N,2020-01-16 00:02:00,12:46,,23:59,2.9930527999999996,101.4433937,OK,DL
1646,2471,PJK2,B,amyahya,41200,D,WPX,P,2020-01-16 09:04:00,12:59,,23:59,2.994964,101.44058340000001,OK,DL
1647,2472,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:04:00,13:06,,23:59,2.9989779999999997,101.444989,OK,DL
1648,2473,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:03:00,13:08,,23:59,2.999098,101.44523000000001,OK,DL
1649,2474,PJK2,B,amyahya,41200,D,WPX,P,2020-01-16 09:03:00,13:13,,23:59,2.9997171000000002,101.4464314,OK,DL
1650,2475,PJK2,B,amyahya,41200,D,WPX,P,2020-01-16 09:04:00,13:18,,23:59,2.9934972,101.44737590000001,OK,DL
1651,2476,PJK2,B,amyahya,41200,D,WPX,P,2020-01-16 09:04:00,13:29,,23:59,2.9919765,101.45077059999998,OK,DL
1652,2477,PJK2,B,amyahya,41200,D,WPX,P,2020-01-16 09:03:00,13:43,,23:59,2.9861055,101.4305228,OK,DL
1653,2478,PJK2,B,amyahya,41200,D,WPX,P,2020-01-16 09:04:00,13:49,,23:59,2.9840512,101.4340492,OK,DL
1654,2479,PJK2,B,amyahya,41200,D,WPX,P,2020-01-16 01:31:00,14:06,,23:59,2.9822493999999997,101.4473429,OK,DL
1655,2480,PJK2,B,amyahya,41200,D,WPX,P,2020-01-16 09:03:00,14:15,,23:59,2.9805177000000005,101.44309670000001,OK,DL
1656,2481,PJK2,B,amyahya,41200,D,DOX,D,2020-01-16 09:03:00,14:39,,23:59,2.982268,101.42737220000001,OK,DL
1657,2482,PJK2,B,amyahya,41200,D,DOM,N,2020-01-15 22:35:00,14:39,,23:59,2.982268,101.42737220000001,OK,DL
1658,2483,PJK2,B,amyahya,42000,D,WPX,P,2020-01-16 09:03:00,14:52,,23:59,2.9798752,101.4258796,OK,DL
1659,2484,PJK2,B,amyahya,41200,D,TDT,T,2020-01-16 00:49:00,14:57,,12:00,2.9807888,101.4357542,OK,DL
1660,2485,PJK2,B,amyahya,41200,D,WPX,P,2020-01-16 09:03:00,15:07,,23:59,2.9744162,101.45828829999999,OK,DL
1661,2486,PJK2,B,amyahya,41200,D,DOM,N,2020-01-16 06:17:00,15:27,,23:59,2.9702043999999996,101.44910259999999,OK,DL
1662,2487,PJK2,B,amyahya,41200,D,WPX,P,2020-01-16 09:04:00,15:31,,23:59,2.9716058,101.4520474,OK,DL
